"","X","geplaatst","omschrijving","kunstenaar","locatie","wijk.buurt","materiaal","image","imageURL","type"
"97","Centrum_186","2011","De jonge Rembrandt","Hoorn, Wim van Wim van Hoorn","Professor Tulpplein","Grachtengordel","brons","//upload.wikimedia.org/wikipedia/commons/thumb/4/46/De_Jonge_Rembrandt_Wim_van_Hoorn_Professor_Tulpplein_Amsterdam.jpg/150px-De_Jonge_Rembrandt_Wim_van_Hoorn_Professor_Tulpplein_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/4/46/De_Jonge_Rembrandt_Wim_van_Hoorn_Professor_Tulpplein_Amsterdam.jpg","NA"
"98","Centrum_187","2011","Van de dijk af","Mannetje, Hans 't Hans 't Mannetje","Hoogte Kadijk [30]","Kadijken","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Gevelsteen_Sibbelwoningen.JPG/150px-Gevelsteen_Sibbelwoningen.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f8/Gevelsteen_Sibbelwoningen.JPG","NA"
"99","Centrum_188","2012 / 2015","De Aardige Amsterdammer","Hartzema, Klaas Klaas Hartzema en Gèleng, Laszlo Laszlo Gèleng","Droogbak",NA,"brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/df/De_Aardige_Amsterdammer_2.jpg/150px-De_Aardige_Amsterdammer_2.jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/De_Aardige_Amsterdammer_2.jpg","NA"
"100","Centrum_189","2012","Stier","Di Modica, Arturo Arturo Di Modica","Beursplein","Oudezijde","brons","//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Stier_Beursplein.JPG/150px-Stier_Beursplein.JPG","https://upload.wikimedia.org/wikipedia/commons/b/be/Stier_Beursplein.JPG","NA"
"101","Centrum_19","Tussen 1884 en 1887","Sint-Nicolaas","onbekend","Sint-Nicolaasbasiliek, Prins Hendrikkade","Oudezijde","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Standbeeld_voorstellende_Sint_Nicolaas%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg/150px-Standbeeld_voorstellende_Sint_Nicolaas%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Standbeeld_voorstellende_Sint_Nicolaas%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg","NA"
"102","Centrum_190","2012, 6 oktober [31]","Bandenboot","Grootveld, Robert Jasper Robert Jasper Grootveld","Wittenburgervaart, bij Oostenburg naast Ezelsbrug","Oostelijke eilanden","autobanden","//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bandenboot%2C_Amsterdam.jpg/150px-Bandenboot%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/3/35/Bandenboot%2C_Amsterdam.jpg","NA"
"103","Centrum_191","2013, 7 juni","Majoor Alida Bosshardt","Leeuwe, Peter de Peter de Leeuwe","Oudezijds Voorburgwal","Oudezijde","brons","//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Majoor_Bosshardt_sculptuur.JPG/150px-Majoor_Bosshardt_sculptuur.JPG","https://upload.wikimedia.org/wikipedia/commons/4/41/Majoor_Bosshardt_sculptuur.JPG","NA"
"104","Centrum_192","2014, 8 november","Astronaut van Ruimteschip Aarde Wubbo Ockels","onbekend","Haarlemmerplein","Haarlemmerbuurt","combinatie van twee Aziatische iepen, een soort dat in de herfst een andere kleur krijgt dan zijn omringende soortgenoten.","//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Iep_Wubbo_Ockels.jpg/150px-Iep_Wubbo_Ockels.jpg","https://upload.wikimedia.org/wikipedia/commons/4/45/Iep_Wubbo_Ockels.jpg","NA"
"105","Centrum_193","2014","Flawless","Bascuñan, Gonzalo Gonzalo Bascuñan en Perrine Vichet","Artis","Plantage","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/2/23/Flawless_van_Gonzalo_Bascu%C3%B1an_en_Perrine_Vichet.JPG/150px-Flawless_van_Gonzalo_Bascu%C3%B1an_en_Perrine_Vichet.JPG","https://upload.wikimedia.org/wikipedia/commons/2/23/Flawless_van_Gonzalo_Bascu%C3%B1an_en_Perrine_Vichet.JPG","NA"
"107","Centrum_195","2016","Living by Numbers, AIDSmonument","Othoniel, Jean Michel Jean Michel Othoniel","De Ruijterkade","Nieuwezijde","o.a.Muranoglas","//upload.wikimedia.org/wikipedia/commons/thumb/3/32/AIDSmonument.jpg/150px-AIDSmonument.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/AIDSmonument.jpg","NA"
"108","Centrum_196","2017","Zonder titel","Geelen, Guido Guido Geelen","IJdok / Westerdoksdijk","Westelijke Eilanden","brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Guido_Geelen.jpg/150px-Guido_Geelen.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Guido_Geelen.jpg","NA"
"109","Centrum_197","2017","Zonder titel (fontein)","Manders, Mark Mark Manders","Rokin","Oudezijde","brons, natuursteen (Gascogne Azul) en water[33]","//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Rokin_Mark_Manders_Fontein_2017.jpg/150px-Rokin_Mark_Manders_Fontein_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Rokin_Mark_Manders_Fontein_2017.jpg","NA"
"110","Centrum_198","onbekend","Het Tuinhuijs","onbekend","Tuinstraat 167","Jordaan","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Kraan_Tuinstraat_167_GM.jpg/150px-Kraan_Tuinstraat_167_GM.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Kraan_Tuinstraat_167_GM.jpg","NA"
"111","Centrum_199","onbekend","Sint-Vincentius","onbekend","Oostenburgergracht","Oostelijke eilanden","kalksteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/St._Vincentius%2C_Oostenburgergracht%2C_Amsterdam.jpg/150px-St._Vincentius%2C_Oostenburgergracht%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/St._Vincentius%2C_Oostenburgergracht%2C_Amsterdam.jpg","NA"
"112","Centrum_2","16e eeuw [1]","gevelsteen Dit is in de svarten hore","onbekend","Zeedijk 16A","Oudezijde","steen","//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Dit_is_in_de_svarten_hore_Zeedijk16A_Amsterdam.jpg/150px-Dit_is_in_de_svarten_hore_Zeedijk16A_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Dit_is_in_de_svarten_hore_Zeedijk16A_Amsterdam.jpg","NA"
"113","Centrum_20","Tussen 1884 en 1887","Jezus","onbekend","Sint-Nicolaasbasiliek, Prins Hendrikkade","Oudezijde","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Relief_voorstellende_Jezus%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg/150px-Relief_voorstellende_Jezus%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c8/Relief_voorstellende_Jezus%2C_Sint_Nicolaaskerk%2C_Amsterdam_Centrum.jpg","NA"
"114","Centrum_200","onbekend (wellicht 1913)","Sint-Jozef","onbekend (wellicht Johan Polet)","Singel 375",NA,"onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Sint_Jozef_Singel_375_Amsterdam.jpg/150px-Sint_Jozef_Singel_375_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Sint_Jozef_Singel_375_Amsterdam.jpg","NA"
"115","Centrum_201","voor 1990","Kazemat en (kanons)kogels","onbekend","Poolstraat / Ezelsbrug","Oostelijke eilanden","brons en beton (niet op de foto)","//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Stapel_kogels_bij_Ezelsbrug%2C_Amsterdam.jpg/150px-Stapel_kogels_bij_Ezelsbrug%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4f/Stapel_kogels_bij_Ezelsbrug%2C_Amsterdam.jpg","NA"
"116","Centrum_202","onbekend","De Kast","onbekend","Kattenburgerhof","Oostelijke eilanden","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Kunstwerk_op_het_Kattenburgerhof%2C_Amsterdam.jpg/150px-Kunstwerk_op_het_Kattenburgerhof%2C_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Kunstwerk_op_het_Kattenburgerhof%2C_Amsterdam.jpg","NA"
"117","Centrum_203","onbekend","Gevelversiering achtergevel","onbekend","Hoogte Kadijk","Kadijken","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Museum_EnergeticA_Hoogte_Kadijk_Amsterdam.jpg/150px-Museum_EnergeticA_Hoogte_Kadijk_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/7/74/Museum_EnergeticA_Hoogte_Kadijk_Amsterdam.jpg","NA"
"118","Centrum_204","onbekend","Draaiorgelbeelden","onbekend","Anjeliersstraat","Jordaan","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Beelden_Anjeliersstraat_82.jpg/150px-Beelden_Anjeliersstraat_82.jpg","https://upload.wikimedia.org/wikipedia/commons/4/46/Beelden_Anjeliersstraat_82.jpg","NA"
"119","Centrum_205","onbekend","De Engel van Amsterdam","onbekend","Singel","Haarlemmerbuurt","steen","//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Engel_van_Amsterdam.JPG/150px-Engel_van_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/5/55/Engel_van_Amsterdam.JPG","NA"
"120","Centrum_206","onbekend","gevelsteen","onbekend","Kerkstraat 217","Grachtengordel","steen","//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Gevelsteen_Kerkstraat_217.JPG/150px-Gevelsteen_Kerkstraat_217.JPG","https://upload.wikimedia.org/wikipedia/commons/1/10/Gevelsteen_Kerkstraat_217.JPG","NA"
"121","Centrum_207","onbekend","Gevelbeeld Uil","onbekend","Kerkstraat 96","Grachtengordel","steen","//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Uil_Kerkstraat_96.JPG/150px-Uil_Kerkstraat_96.JPG","https://upload.wikimedia.org/wikipedia/commons/7/7d/Uil_Kerkstraat_96.JPG","NA"
"122","Centrum_208",NA,"Gevelbeeld Aapje","onbekend","Kerkstraat 98","Grachtengordel","steen","//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Aapje_Kerkstraat_98.JPG/150px-Aapje_Kerkstraat_98.JPG","https://upload.wikimedia.org/wikipedia/commons/7/7b/Aapje_Kerkstraat_98.JPG","NA"
"123","Centrum_209","onbekend","Tegeltableau","onbekend","Stationsplein, Station Amsterdam Centraal, stationshal","Stationseiland","geglazuurde tegels","//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Muurkunst_Centraal_Station.JPG/150px-Muurkunst_Centraal_Station.JPG","https://upload.wikimedia.org/wikipedia/commons/6/62/Muurkunst_Centraal_Station.JPG","NA"
"124","Centrum_21","1885","Joost van den Vondel en Leonardus Marius","onbekend","Nieuwezijds Voorburgwal (Begijnhof)","Nieuwezijde","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Begijnhof_relief_Vondel_Amsterdam.jpg/75px-Begijnhof_relief_Vondel_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Begijnhof_relief_Vondel_Amsterdam.jpg","NA"
"125","Centrum_210","onbekend","Dier","Kunstenaar uit Tengenenge, Zimbabwe","Artis","Plantage","steen","//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tengenenge.JPG/150px-Tengenenge.JPG","https://upload.wikimedia.org/wikipedia/commons/d/db/Tengenenge.JPG","NA"
"126","Centrum_211","onbekend","Gevelbeeld","onbekend","Nieuwe Prinsengracht, Universiteit van Amsterdam (achterzijde), faculteit Sociale geografie","Roeterseiland","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Gevelbeeld_UVA.JPG/150px-Gevelbeeld_UVA.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f1/Gevelbeeld_UVA.JPG","NA"
"127","Centrum_212","onbekend","Scheepsschroef","onbekend","Singel","Haarlemmerbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Scheepsschroef_Lloyd.JPG/150px-Scheepsschroef_Lloyd.JPG","https://upload.wikimedia.org/wikipedia/commons/1/18/Scheepsschroef_Lloyd.JPG","NA"
"128","Centrum_213","onbekend","Fontein","onbekend","Oosterdok bij NEMO",NA,"onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Nemofontein.JPG/150px-Nemofontein.JPG","https://upload.wikimedia.org/wikipedia/commons/c/c4/Nemofontein.JPG","NA"
"129","Centrum_22","1885","onbekend","onbekend","Nieuwezijds Voorburgwal 383","Nieuwezijde","steen","//upload.wikimedia.org/wikipedia/commons/thumb/0/01/NZ_Voorburgwal_Koning.JPG/150px-NZ_Voorburgwal_Koning.JPG","https://upload.wikimedia.org/wikipedia/commons/0/01/NZ_Voorburgwal_Koning.JPG","NA"
"130","Centrum_23","voor 1888","Personificatie Winter","anoniem","Artis, Hollandse Tuin","Plantage","marmer","//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Winterartis.JPG/150px-Winterartis.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fc/Winterartis.JPG","NA"
"131","Centrum_24","voor 1888","Personificatie Lente","anoniem","Artis, Hollandse Tuin","Plantage","marmer","//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Lenteartis.JPG/150px-Lenteartis.JPG","https://upload.wikimedia.org/wikipedia/commons/e/e0/Lenteartis.JPG","NA"
"132","Centrum_25","voor 1888","Personificatie Zomer","anoniem","Artis, Hollandse Tuin","Plantage","marmer","//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Zomerartis.JPG/150px-Zomerartis.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fc/Zomerartis.JPG","NA"
"133","Centrum_26","voor 1888","Personificatie Herfst","anoniem","Artis, Hollandse Tuin","Plantage","marmer","//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Herfstartis.JPG/150px-Herfstartis.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fb/Herfstartis.JPG","NA"
"134","Centrum_27","1889 [7]","Reliëf Mercurius, Minerva, Neptunus / Scheepvaart, Visserij, Zeehandel / Welvaart, Verbroedering, Beschaving","Vermeylen, Frans Frans Vermeylen, naar een schets van P.J.H. Cuypers, gehakt door Martin van Langendonck","Stationsplein, Station Amsterdam Centraal (middenschip)","Stationseiland","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Centraal_Station2_Amsterdam.jpg/150px-Centraal_Station2_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Centraal_Station2_Amsterdam.jpg","NA"
"135","Centrum_28","1889 [7]","Reliëf Apollo, Ceres, Vulcanus / Landbouw, Veeteelt, Handel / Electriciteit, Nijverheid, Stoom","Vermeylen, Frans Frans Vermeylen, naar een schets van P.J.H. Cuypers, gehakt door Martin van Langendonck","Stationsplein, Station Amsterdam Centraal (middenschip)","Stationseiland","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Centraal_Station1_Amsterdam.jpg/150px-Centraal_Station1_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ed/Centraal_Station1_Amsterdam.jpg","NA"
